Layer,ModU,ModV,ECOND_eTX,ECONT_eTX,HD_LD,ModType,MB,Cassette
38,-2,5,1,2,LD,FO,4,1
38,-2,6,1,2,LD,FO,4,1
38,-2,7,1,2,LD,FO,4,1
38,-2,8,1,2,LD,bO,4,1
38,-1,-9,1,1,LD,aO,11,2
38,-1,-8,1,2,LD,FO,11,2
38,-1,-7,1,2,LD,FO,11,2
38,-1,-6,1,2,LD,FO,11,2
38,-1,-5,1,2,LD,FM,10,2
38,-1,-4,1,2,LD,FM,10,2
38,-1,-3,1,2,LD,FM,10,2
38,-1,3,1,2,LD,FM,3,1
38,-1,4,1,2,LD,FM,3,1
38,-1,5,1,2,LD,FM,3,1
38,-1,6,1,2,LD,FO,2,1
38,-1,7,1,2,LD,FO,2,1
38,-1,8,1,2,LD,FO,2,1
38,-1,9,1,1,LD,aO,2,1
38,0,-8,1,2,LD,FO,13,2
38,0,-7,1,2,LD,FO,13,2
38,0,-6,1,2,LD,FO,13,2
38,0,-5,1,2,LD,FO,13,2
38,0,-4,1,2,LD,FM,12,2
38,0,-3,1,2,LD,FM,12,2
38,0,-2,1,1,LD,aM,12,2
38,0,3,1,1,LD,aM,1,1
38,0,4,1,2,LD,FM,1,1
38,0,5,1,2,LD,FM,1,1
38,0,6,1,2,LD,FO,0,1
38,0,7,1,2,LD,FO,0,1
38,0,8,1,2,LD,FO,0,1
38,0,9,1,2,LD,FO,0,1
38,1,-8,1,1,LD,aO,0,2
38,1,-7,1,2,LD,FO,0,2
38,1,-6,1,2,LD,FO,0,2
38,1,-5,1,2,LD,FO,0,2
38,1,-4,1,2,LD,FM,1,2
38,1,-3,1,2,LD,FM,1,2
38,1,-2,1,2,LD,FM,1,2
38,1,4,1,2,LD,FM,10,0
38,1,5,1,2,LD,FM,10,0
38,1,6,1,2,LD,FM,10,0
38,1,7,1,2,LD,FO,11,0
38,1,8,1,2,LD,FO,11,0
38,1,9,1,2,LD,FO,11,0
38,1,10,1,1,LD,aO,11,0
38,2,-7,1,2,LD,FO,2,2
38,2,-6,1,2,LD,FO,2,2
38,2,-5,1,2,LD,FO,2,2
38,2,-4,1,2,LD,FO,2,2
38,2,-3,1,2,LD,FM,5,2
38,2,-2,1,2,LD,FM,5,2
38,2,-1,1,2,LD,bM,5,2
38,2,4,1,2,LD,bM,5,0
38,2,5,1,2,LD,FM,6,0
38,2,6,1,2,LD,FM,6,0
38,2,7,1,2,LD,FO,9,0
38,2,8,1,2,LD,FO,9,0
38,2,9,1,2,LD,FO,9,0
38,2,10,1,2,LD,FO,9,0
38,3,-7,0,0,LD,cO,3,2
38,3,-6,1,2,LD,FO,3,2
38,3,-5,1,2,LD,FO,3,2
38,3,-4,1,2,LD,FO,3,2
38,3,-3,1,2,LD,FO,3,2
38,3,-2,1,2,LD,FM,6,2
38,3,-1,1,2,LD,FM,6,2
38,3,0,1,2,LD,FM,10,2
38,3,1,1,1,LD,aM,1,0
38,3,3,1,1,LD,aM,12,0
38,3,4,1,2,LD,FM,1,0
38,3,5,1,2,LD,FM,5,0
38,3,6,1,2,LD,FM,6,0
38,3,7,1,2,LD,FO,7,0
38,3,8,1,2,LD,FO,8,0
38,3,9,1,2,LD,FO,8,0
38,3,10,1,2,LD,FO,8,0
38,3,11,0,0,LD,cO,8,0
38,4,-6,1,1,LD,dO,7,2
38,4,-5,1,2,LD,FO,7,2
38,4,-4,1,2,LD,FO,7,2
38,4,-3,1,2,LD,FO,7,2
38,4,-2,1,2,LD,FO,7,2
38,4,-1,1,2,LD,FM,6,2
38,4,0,1,2,LD,FM,10,2
38,4,1,1,2,LD,FM,1,0
38,4,2,1,2,LD,FM,3,0
38,4,3,1,2,LD,FM,10,0
38,4,4,1,2,LD,FM,12,0
38,4,5,1,2,LD,FM,1,0
38,4,6,1,2,LD,FM,5,0
38,4,7,1,2,LD,FO,3,0
38,4,8,1,2,LD,FO,7,0
38,4,9,1,2,LD,FO,4,0
38,4,10,1,2,LD,FO,4,0
38,4,11,1,1,LD,dO,4,0
38,5,-5,1,1,LD,dO,4,2
38,5,-4,1,2,LD,FO,4,2
38,5,-3,1,2,LD,FO,4,2
38,5,-2,1,2,LD,FO,8,2
38,5,-1,1,2,LD,FO,9,2
38,5,0,1,2,LD,FM,10,2
38,5,1,1,2,LD,FM,1,0
38,5,2,1,2,LD,FM,3,0
38,5,3,1,2,LD,FM,9,0
38,5,4,1,2,LD,FM,10,0
38,5,5,1,2,LD,FM,12,0
38,5,6,1,2,LD,FM,1,0
38,5,7,1,2,LD,FO,2,0
38,5,8,1,2,LD,FO,3,0
38,5,9,1,2,LD,FO,7,0
38,5,10,1,2,LD,FO,4,0
38,5,11,1,1,LD,dO,4,0
38,6,-4,1,1,LD,dO,4,2
38,6,-3,1,2,LD,FO,4,2
38,6,-2,1,2,LD,FO,8,2
38,6,-1,1,2,LD,FO,9,2
38,6,0,1,2,LD,FO,11,2
38,6,1,1,2,LD,FO,0,0
38,6,2,1,2,LD,FM,3,0
38,6,3,1,2,LD,FM,4,0
38,6,4,1,2,LD,FM,9,0
38,6,5,1,2,LD,FM,10,0
38,6,6,1,2,LD,FO,13,0
38,6,7,1,2,LD,FO,0,0
38,6,8,1,2,LD,FO,2,0
38,6,9,1,2,LD,FO,3,0
38,6,10,1,2,LD,FO,7,0
38,6,11,1,1,LD,dO,4,0
38,7,-3,1,1,LD,dO,4,2
38,7,-2,1,2,LD,FO,8,2
38,7,-1,1,2,LD,FO,9,2
38,7,0,1,2,LD,FO,11,2
38,7,1,1,2,LD,FO,0,0
38,7,2,1,2,LD,FO,2,0
38,7,3,1,2,LD,FO,4,0
38,7,4,1,2,LD,FO,5,0
38,7,5,1,2,LD,FO,9,0
38,7,6,1,2,LD,FO,11,0
38,7,7,1,2,LD,FO,13,0
38,7,8,1,2,LD,FO,0,0
38,7,9,1,2,LD,FO,2,0
38,7,10,1,2,LD,FO,3,0
38,7,11,1,1,LD,dO,7,0
38,8,-2,0,0,LD,cO,8,2
38,8,-1,1,2,LD,FO,9,2
38,8,0,1,2,LD,FO,11,2
38,8,1,1,2,LD,FO,0,0
38,8,2,1,2,LD,FO,2,0
38,8,3,1,2,LD,FO,4,0
38,8,4,1,2,LD,FO,5,0
38,8,5,1,2,LD,FO,8,0
38,8,6,1,2,LD,FO,9,0
38,8,7,1,2,LD,FO,11,0
38,8,8,1,2,LD,FO,13,0
38,8,9,1,2,LD,FO,0,0
38,8,10,1,2,LD,FO,2,0
38,8,11,0,0,LD,cO,3,0
38,9,0,1,1,LD,aO,11,2
38,9,1,1,2,LD,FO,0,0
38,9,2,1,2,LD,FO,2,0
38,9,3,1,2,LD,FO,4,0
38,9,4,1,2,LD,FO,5,0
38,9,5,1,2,LD,FO,7,0
38,9,6,1,2,LD,FO,8,0
38,9,7,1,2,LD,FO,9,0
38,9,8,1,2,LD,FO,11,0
38,9,9,1,2,LD,FO,13,0
38,9,10,1,1,LD,aO,0,0
38,10,2,1,1,LD,aO,2,0
38,10,3,1,2,LD,bO,4,0
38,10,4,1,2,LD,FO,5,0
38,10,5,1,2,LD,FO,6,0
38,10,6,1,2,LD,FO,7,0
38,10,7,1,2,LD,FO,8,0
38,10,8,1,2,LD,bO,9,0
38,10,9,1,1,LD,aO,11,0
38,11,6,0,0,LD,cO,6,0
38,11,7,0,0,LD,cO,7,0
39,-11,-7,0,0,LD,cO,7,1
39,-11,-6,0,0,LD,cO,7,1
39,-11,-5,0,0,LD,cO,6,1
39,-10,-9,1,1,LD,aO,10,1
39,-10,-8,1,2,LD,bO,9,1
39,-10,-7,1,2,LD,FO,7,1
39,-10,-6,1,2,LD,FO,7,1
39,-10,-5,1,2,LD,FO,7,1
39,-10,-4,1,2,LD,FO,6,1
39,-10,-3,1,2,LD,bO,3,1
39,-10,-2,1,1,LD,aO,2,1
39,-9,-10,1,1,LD,aO,0,2
39,-9,-9,1,2,LD,FO,12,1
39,-9,-8,1,2,LD,FO,10,1
39,-9,-7,1,2,LD,FO,9,1
39,-9,-6,1,2,LD,FO,7,1
39,-9,-5,1,2,LD,FO,7,1
39,-9,-4,1,2,LD,FO,6,1
39,-9,-3,1,2,LD,FO,3,1
39,-9,-2,1,2,LD,FO,2,1
39,-9,-1,1,2,LD,FO,0,1
39,-9,0,1,1,LD,aO,12,1
39,-8,-11,0,0,LD,cO,4,2
39,-8,-10,1,2,LD,FO,2,2
39,-8,-9,1,2,LD,FO,0,2
39,-8,-8,1,2,LD,FO,12,1
39,-8,-7,1,2,LD,FO,10,1
39,-8,-6,1,2,LD,FO,9,1
39,-8,-5,1,2,LD,FO,7,1
39,-8,-4,1,2,LD,FO,6,1
39,-8,-3,1,2,LD,FO,3,1
39,-8,-2,1,2,LD,FO,2,1
39,-8,-1,1,2,LD,FO,0,1
39,-8,0,1,2,LD,FO,12,1
39,-8,1,1,2,LD,FO,10,1
39,-8,2,0,0,LD,cO,9,1
39,-7,-11,1,1,LD,dO,5,2
39,-7,-10,1,2,LD,FO,4,2
39,-7,-9,1,2,LD,FO,2,2
39,-7,-8,1,2,LD,FO,0,2
39,-7,-7,1,2,LD,FO,12,1
39,-7,-6,1,2,LD,FO,10,1
39,-7,-5,1,2,LD,FO,9,1
39,-7,-4,1,2,LD,FO,6,1
39,-7,-3,1,2,LD,FO,3,1
39,-7,-2,1,2,LD,FO,2,1
39,-7,-1,1,2,LD,FO,0,1
39,-7,0,1,2,LD,FO,12,1
39,-7,1,1,2,LD,FO,10,1
39,-7,2,1,2,LD,FO,9,1
39,-7,3,1,1,LD,dO,8,1
39,-6,-11,1,1,LD,dO,6,2
39,-6,-10,1,2,LD,FO,5,2
39,-6,-9,1,2,LD,FO,4,2
39,-6,-8,1,2,LD,FO,2,2
39,-6,-7,1,2,LD,FO,0,2
39,-6,-6,1,2,LD,FO,12,1
39,-6,-5,1,2,LD,FO,8,1
39,-6,-4,1,2,LD,FM,5,1
39,-6,-3,1,2,LD,FM,5,1
39,-6,-2,1,2,LD,FO,4,1
39,-6,-1,1,2,LD,FO,0,1
39,-6,0,1,2,LD,FO,12,1
39,-6,1,1,2,LD,FO,10,1
39,-6,2,1,2,LD,FO,9,1
39,-6,3,1,2,LD,FO,8,1
39,-6,4,1,1,LD,dO,6,1
39,-5,-11,1,1,LD,dO,6,2
39,-5,-10,1,2,LD,FO,6,2
39,-5,-9,1,2,LD,FO,5,2
39,-5,-8,1,2,LD,FO,4,2
39,-5,-7,1,2,LD,FO,2,2
39,-5,-6,1,2,LD,FO,1,2
39,-5,-5,1,2,LD,FM,11,1
39,-5,-4,1,2,LD,FM,8,1
39,-5,-3,1,2,LD,FM,5,1
39,-5,-2,1,2,LD,FM,4,1
39,-5,-1,1,2,LD,FM,1,1
39,-5,0,1,2,LD,FO,11,1
39,-5,1,1,2,LD,FO,10,1
39,-5,2,1,2,LD,FO,9,1
39,-5,3,1,2,LD,FO,8,1
39,-5,4,1,2,LD,FO,6,1
39,-5,5,1,1,LD,dO,6,1
39,-4,-11,1,1,LD,dO,8,2
39,-4,-10,1,2,LD,FO,8,2
39,-4,-9,1,2,LD,FO,8,2
39,-4,-8,1,2,LD,FO,5,2
39,-4,-7,1,2,LD,FO,4,2
39,-4,-6,1,2,LD,FM,3,2
39,-4,-5,1,2,LD,FM,1,2
39,-4,-4,1,2,LD,FM,11,1
39,-4,-3,1,2,LD,FM,8,1
39,-4,-2,1,2,LD,FM,4,1
39,-4,-1,1,2,LD,FM,1,1
39,-4,0,1,2,LD,FM,11,1
39,-4,1,1,2,LD,FM,7,1
39,-4,2,1,2,LD,FO,9,1
39,-4,3,1,2,LD,FO,5,1
39,-4,4,1,2,LD,FO,5,1
39,-4,5,1,2,LD,FO,5,1
39,-4,6,1,1,LD,dO,5,1
39,-3,-11,0,0,LD,cO,9,2
39,-3,-10,1,2,LD,FO,9,2
39,-3,-9,1,2,LD,FO,9,2
39,-3,-8,1,2,LD,FO,9,2
39,-3,-7,1,2,LD,FO,9,2
39,-3,-6,1,2,LD,FM,3,2
39,-3,-5,1,2,LD,FM,3,2
39,-3,-4,1,2,LD,FM,1,2
39,-3,-3,1,1,LD,aM,11,1
39,-3,-1,1,1,LD,aM,1,1
39,-3,0,1,2,LD,FM,11,1
39,-3,1,1,2,LD,FM,7,1
39,-3,2,1,2,LD,FM,3,1
39,-3,3,1,2,LD,FO,4,1
39,-3,4,1,2,LD,FO,4,1
39,-3,5,1,2,LD,FO,4,1
39,-3,6,1,2,LD,FO,4,1
39,-3,7,0,0,LD,cO,4,1
39,-2,-10,1,2,LD,FO,10,2
39,-2,-9,1,2,LD,FO,10,2
39,-2,-8,1,2,LD,FO,10,2
39,-2,-7,1,2,LD,FO,10,2
39,-2,-6,1,2,LD,FM,7,2
39,-2,-5,1,2,LD,FM,7,2
39,-2,-4,1,2,LD,bM,7,2
39,-2,1,1,2,LD,bM,7,1
39,-2,2,1,2,LD,FM,3,1
39,-2,3,1,2,LD,FM,3,1
39,-2,4,1,2,LD,FO,2,1
39,-2,5,1,2,LD,FO,2,1
39,-2,6,1,2,LD,FO,2,1
39,-2,7,1,2,LD,FO,2,1
39,-1,-10,1,1,LD,aO,12,2
39,-1,-9,1,2,LD,FO,12,2
39,-1,-8,1,2,LD,FO,12,2
39,-1,-7,1,2,LD,FO,12,2
39,-1,-6,1,2,LD,FO,11,2
39,-1,-5,1,2,LD,FM,11,2
39,-1,-4,1,2,LD,FM,11,2
39,-1,2,1,2,LD,FM,1,1
39,-1,3,1,2,LD,FM,1,1
39,-1,4,1,2,LD,FO,1,1
39,-1,5,1,2,LD,FO,0,1
39,-1,6,1,2,LD,FO,0,1
39,-1,7,1,2,LD,FO,0,1
39,-1,8,1,1,LD,aO,0,1
39,0,-9,1,2,LD,FO,0,2
39,0,-8,1,2,LD,FO,0,2
39,0,-7,1,2,LD,FO,0,2
39,0,-6,1,2,LD,FO,0,2
39,0,-5,1,2,LD,FM,1,2
39,0,-4,1,2,LD,FM,1,2
39,0,-3,1,1,LD,aM,1,2
39,0,2,1,1,LD,aM,11,0
39,0,3,1,2,LD,FM,11,0
39,0,4,1,2,LD,FM,11,0
39,0,5,1,2,LD,FO,12,0
39,0,6,1,2,LD,FO,12,0
39,0,7,1,2,LD,FO,12,0
39,0,8,1,2,LD,FO,12,0
39,1,-9,1,1,LD,aO,2,2
39,1,-8,1,2,LD,FO,2,2
39,1,-7,1,2,LD,FO,2,2
39,1,-6,1,2,LD,FO,2,2
39,1,-5,1,2,LD,FO,4,2
39,1,-4,1,2,LD,FM,4,2
39,1,-3,1,2,LD,FM,4,2
39,1,3,1,2,LD,FM,8,0
39,1,4,1,2,LD,FM,8,0
39,1,5,1,2,LD,FO,8,0
39,1,6,1,2,LD,FO,10,0
39,1,7,1,2,LD,FO,10,0
39,1,8,1,2,LD,FO,10,0
39,1,9,1,1,LD,aO,10,0
39,2,-8,1,2,LD,bO,3,2
39,2,-7,1,2,LD,FO,3,2
39,2,-6,1,2,LD,FO,3,2
39,2,-5,1,2,LD,FO,3,2
39,2,-4,1,2,LD,FM,5,2
39,2,-3,1,2,LD,FM,5,2
39,2,-2,1,2,LD,FM,8,2
39,2,-1,1,1,LD,aM,11,2
39,2,2,1,1,LD,aM,1,0
39,2,3,1,2,LD,FM,4,0
39,2,4,1,2,LD,FM,5,0
39,2,5,1,2,LD,FM,5,0
39,2,6,1,2,LD,FO,9,0
39,2,7,1,2,LD,FO,9,0
39,2,8,1,2,LD,FO,9,0
39,2,9,1,2,LD,bO,9,0
39,3,-7,1,2,LD,FO,6,2
39,3,-6,1,2,LD,FO,6,2
39,3,-5,1,2,LD,FO,6,2
39,3,-4,1,2,LD,FO,6,2
39,3,-3,1,2,LD,FM,5,2
39,3,-2,1,2,LD,FM,8,2
39,3,-1,1,2,LD,FM,11,2
39,3,0,1,2,LD,FM,1,0
39,3,1,1,2,LD,bM,7,0
39,3,2,1,2,LD,FM,11,0
39,3,3,1,2,LD,FM,1,0
39,3,4,1,2,LD,FM,4,0
39,3,5,1,2,LD,FM,5,0
39,3,6,1,2,LD,FO,6,0
39,3,7,1,2,LD,FO,7,0
39,3,8,1,2,LD,FO,7,0
39,3,9,1,2,LD,FO,7,0
39,4,-7,0,0,LD,cO,6,2
39,4,-6,1,2,LD,FO,7,2
39,4,-5,1,2,LD,FO,7,2
39,4,-4,1,2,LD,FO,7,2
39,4,-3,1,2,LD,FO,9,2
39,4,-2,1,2,LD,FO,8,2
39,4,-1,1,2,LD,FM,11,2
39,4,0,1,2,LD,FM,1,0
39,4,1,1,2,LD,FM,3,0
39,4,2,1,2,LD,FM,7,0
39,4,3,1,2,LD,FM,11,0
39,4,4,1,2,LD,FM,1,0
39,4,5,1,2,LD,FO,4,0
39,4,6,1,2,LD,FO,3,0
39,4,7,1,2,LD,FO,6,0
39,4,8,1,2,LD,FO,7,0
39,4,9,1,2,LD,FO,7,0
39,4,10,0,0,LD,cO,7,0
39,5,-6,0,0,LD,cO,7,2
39,5,-5,1,2,LD,FO,7,2
39,5,-4,1,2,LD,FO,7,2
39,5,-3,1,2,LD,FO,9,2
39,5,-2,1,2,LD,FO,10,2
39,5,-1,1,2,LD,FO,12,2
39,5,0,1,2,LD,FO,1,0
39,5,1,1,2,LD,FM,3,0
39,5,2,1,2,LD,FM,3,0
39,5,3,1,2,LD,FM,7,0
39,5,4,1,2,LD,FO,11,0
39,5,5,1,2,LD,FO,0,0
39,5,6,1,2,LD,FO,2,0
39,5,7,1,2,LD,FO,3,0
39,5,8,1,2,LD,FO,6,0
39,5,9,1,2,LD,FO,7,0
39,5,10,0,0,LD,cO,7,0
39,6,-5,0,0,LD,cO,7,2
39,6,-4,1,2,LD,FO,7,2
39,6,-3,1,2,LD,FO,9,2
39,6,-2,1,2,LD,FO,10,2
39,6,-1,1,2,LD,FO,12,2
39,6,0,1,2,LD,FO,0,0
39,6,1,1,2,LD,FO,2,0
39,6,2,1,2,LD,FO,4,0
39,6,3,1,2,LD,FO,9,0
39,6,4,1,2,LD,FO,10,0
39,6,5,1,2,LD,FO,12,0
39,6,6,1,2,LD,FO,0,0
39,6,7,1,2,LD,FO,2,0
39,6,8,1,2,LD,FO,3,0
39,6,9,1,2,LD,FO,6,0
39,6,10,0,0,LD,cO,6,0
39,7,-3,1,2,LD,bO,9,2
39,7,-2,1,2,LD,FO,10,2
39,7,-1,1,2,LD,FO,12,2
39,7,0,1,2,LD,FO,0,0
39,7,1,1,2,LD,FO,2,0
39,7,2,1,2,LD,FO,4,0
39,7,3,1,2,LD,FO,5,0
39,7,4,1,2,LD,FO,9,0
39,7,5,1,2,LD,FO,10,0
39,7,6,1,2,LD,FO,12,0
39,7,7,1,2,LD,FO,0,0
39,7,8,1,2,LD,FO,2,0
39,7,9,1,2,LD,bO,3,0
39,8,-2,1,1,LD,aO,10,2
39,8,-1,1,2,LD,FO,12,2
39,8,0,1,2,LD,FO,0,0
39,8,1,1,2,LD,FO,2,0
39,8,2,1,2,LD,FO,4,0
39,8,3,1,2,LD,FO,5,0
39,8,4,1,2,LD,FO,8,0
39,8,5,1,2,LD,FO,9,0
39,8,6,1,2,LD,FO,10,0
39,8,7,1,2,LD,FO,12,0
39,8,8,1,2,LD,FO,0,0
39,8,9,1,1,LD,aO,2,0
39,9,0,1,1,LD,aO,0,0
39,9,1,1,2,LD,FO,2,0
39,9,2,1,2,LD,FO,4,0
39,9,3,1,2,LD,FO,5,0
39,9,4,1,2,LD,FO,6,0
39,9,5,1,2,LD,FO,8,0
39,9,6,1,2,LD,FO,9,0
39,9,7,1,2,LD,FO,10,0
39,9,8,1,1,LD,aO,12,0
39,10,2,0,0,LD,cO,4,0
39,10,3,1,1,LD,dO,5,0
39,10,4,1,1,LD,dO,6,0
39,10,5,1,1,LD,dO,6,0
39,10,6,1,1,LD,dO,8,0
39,10,7,0,0,LD,cO,9,0
40,-10,-7,0,0,LD,cO,8,1
40,-10,-6,1,1,LD,dO,5,1
40,-10,-5,1,1,LD,dO,5,1
40,-10,-4,1,1,LD,dO,5,1
40,-10,-3,1,1,LD,dO,4,1
40,-10,-2,0,0,LD,cO,3,1
40,-9,-8,1,1,LD,aO,11,1
40,-9,-7,1,2,LD,FO,9,1
40,-9,-6,1,2,LD,FO,8,1
40,-9,-5,1,2,LD,FO,5,1
40,-9,-4,1,2,LD,FO,5,1
40,-9,-3,1,2,LD,FO,4,1
40,-9,-2,1,2,LD,FO,3,1
40,-9,-1,1,2,LD,FO,2,1
40,-9,0,1,1,LD,aO,0,1
40,-8,-9,1,1,LD,aO,2,2
40,-8,-8,1,2,LD,FO,0,2
40,-8,-7,1,2,LD,FO,11,1
40,-8,-6,1,2,LD,FO,9,1
40,-8,-5,1,2,LD,FO,8,1
40,-8,-4,1,2,LD,FO,5,1
40,-8,-3,1,2,LD,FO,4,1
40,-8,-2,1,2,LD,FO,3,1
40,-8,-1,1,2,LD,FO,2,1
40,-8,0,1,2,LD,FO,0,1
40,-8,1,1,2,LD,FO,13,1
40,-8,2,1,1,LD,aO,11,1
40,-7,-9,1,2,LD,bO,3,2
40,-7,-8,1,2,LD,FO,2,2
40,-7,-7,1,2,LD,FO,0,2
40,-7,-6,1,2,LD,FO,11,1
40,-7,-5,1,2,LD,FO,9,1
40,-7,-4,1,2,LD,FO,8,1
40,-7,-3,1,2,LD,FO,4,1
40,-7,-2,1,2,LD,FO,3,1
40,-7,-1,1,2,LD,FO,2,1
40,-7,0,1,2,LD,FO,0,1
40,-7,1,1,2,LD,FO,13,1
40,-7,2,1,2,LD,FO,11,1
40,-7,3,1,2,LD,bO,10,1
40,-6,-10,0,0,LD,cO,6,2
40,-6,-9,1,2,LD,FO,7,2
40,-6,-8,1,2,LD,FO,3,2
40,-6,-7,1,2,LD,FO,2,2
40,-6,-6,1,2,LD,FO,0,2
40,-6,-5,1,2,LD,FO,11,1
40,-6,-4,1,2,LD,FO,9,1
40,-6,-3,1,2,LD,FO,8,1
40,-6,-2,1,2,LD,FO,3,1
40,-6,-1,1,2,LD,FO,2,1
40,-6,0,1,2,LD,FO,0,1
40,-6,1,1,2,LD,FO,13,1
40,-6,2,1,2,LD,FO,11,1
40,-6,3,1,2,LD,FO,10,1
40,-6,4,1,2,LD,FO,8,1
40,-6,5,0,0,LD,cO,8,1
40,-5,-10,0,0,LD,cO,6,2
40,-5,-9,1,2,LD,FO,6,2
40,-5,-8,1,2,LD,FO,7,2
40,-5,-7,1,2,LD,FO,3,2
40,-5,-6,1,2,LD,FO,2,2
40,-5,-5,1,2,LD,FO,0,2
40,-5,-4,1,2,LD,FO,10,1
40,-5,-3,1,2,LD,FM,7,1
40,-5,-2,1,2,LD,FM,7,1
40,-5,-1,1,2,LD,FM,6,1
40,-5,0,1,2,LD,FO,1,1
40,-5,1,1,2,LD,FO,13,1
40,-5,2,1,2,LD,FO,11,1
40,-5,3,1,2,LD,FO,10,1
40,-5,4,1,2,LD,FO,8,1
40,-5,5,1,2,LD,FO,6,1
40,-5,6,0,0,LD,cO,6,1
40,-4,-10,0,0,LD,cO,8,2
40,-4,-9,1,2,LD,FO,6,2
40,-4,-8,1,2,LD,FO,6,2
40,-4,-7,1,2,LD,FO,7,2
40,-4,-6,1,2,LD,FO,3,2
40,-4,-5,1,2,LD,FO,4,2
40,-4,-4,1,2,LD,FM,1,2
40,-4,-3,1,2,LD,FM,10,1
40,-4,-2,1,2,LD,FM,7,1
40,-4,-1,1,2,LD,FM,6,1
40,-4,0,1,2,LD,FM,1,1
40,-4,1,1,2,LD,FM,12,1
40,-4,2,1,2,LD,FO,9,1
40,-4,3,1,2,LD,FO,10,1
40,-4,4,1,2,LD,FO,8,1
40,-4,5,1,2,LD,FO,6,1
40,-4,6,1,2,LD,FO,6,1
40,-4,7,0,0,LD,cO,6,1
40,-3,-9,1,2,LD,FO,8,2
40,-3,-8,1,2,LD,FO,8,2
40,-3,-7,1,2,LD,FO,8,2
40,-3,-6,1,2,LD,FO,8,2
40,-3,-5,1,2,LD,FO,5,2
40,-3,-4,1,2,LD,FM,4,2
40,-3,-3,1,2,LD,FM,1,2
40,-3,-2,1,2,LD,FM,10,1
40,-3,-1,1,2,LD,bM,6,1
40,-3,0,1,2,LD,FM,1,1
40,-3,1,1,2,LD,FM,12,1
40,-3,2,1,2,LD,FM,9,1
40,-3,3,1,2,LD,FO,5,1
40,-3,4,1,2,LD,FO,8,1
40,-3,5,1,2,LD,FO,7,1
40,-3,6,1,2,LD,FO,7,1
40,-3,7,1,2,LD,FO,7,1
40,-2,-9,1,2,LD,bO,10,2
40,-2,-8,1,2,LD,FO,10,2
40,-2,-7,1,2,LD,FO,10,2
40,-2,-6,1,2,LD,FO,10,2
40,-2,-5,1,2,LD,FO,5,2
40,-2,-4,1,2,LD,FM,5,2
40,-2,-3,1,2,LD,FM,4,2
40,-2,-2,1,1,LD,aM,1,2
40,-2,1,1,1,LD,aM,12,1
40,-2,2,1,2,LD,FM,9,1
40,-2,3,1,2,LD,FM,5,1
40,-2,4,1,2,LD,FO,5,1
40,-2,5,1,2,LD,FO,3,1
40,-2,6,1,2,LD,FO,3,1
40,-2,7,1,2,LD,FO,3,1
40,-2,8,1,2,LD,bO,3,1
40,-1,-9,1,1,LD,aO,11,2
40,-1,-8,1,2,LD,FO,11,2
40,-1,-7,1,2,LD,FO,11,2
40,-1,-6,1,2,LD,FO,11,2
40,-1,-5,1,2,LD,FO,9,2
40,-1,-4,1,2,LD,FM,9,2
40,-1,-3,1,2,LD,FM,9,2
40,-1,3,1,2,LD,FM,4,1
40,-1,4,1,2,LD,FM,4,1
40,-1,5,1,2,LD,FO,4,1
40,-1,6,1,2,LD,FO,2,1
40,-1,7,1,2,LD,FO,2,1
40,-1,8,1,2,LD,FO,2,1
40,-1,9,1,1,LD,aO,2,1
40,0,-8,1,2,LD,FO,13,2
40,0,-7,1,2,LD,FO,13,2
40,0,-6,1,2,LD,FO,13,2
40,0,-5,1,2,LD,FO,13,2
40,0,-4,1,2,LD,FM,12,2
40,0,-3,1,2,LD,FM,12,2
40,0,-2,1,1,LD,aM,12,2
40,0,3,1,1,LD,aM,1,1
40,0,4,1,2,LD,FM,1,1
40,0,5,1,2,LD,FM,1,1
40,0,6,1,2,LD,FO,0,1
40,0,7,1,2,LD,FO,0,1
40,0,8,1,2,LD,FO,0,1
40,0,9,1,2,LD,FO,0,1
40,1,-8,1,1,LD,aO,0,2
40,1,-7,1,2,LD,FO,0,2
40,1,-6,1,2,LD,FO,0,2
40,1,-5,1,2,LD,FO,0,2
40,1,-4,1,2,LD,FO,1,2
40,1,-3,1,2,LD,FM,1,2
40,1,-2,1,2,LD,FM,1,2
40,1,4,1,2,LD,FM,10,0
40,1,5,1,2,LD,FM,10,0
40,1,6,1,2,LD,FO,10,0
40,1,7,1,2,LD,FO,11,0
40,1,8,1,2,LD,FO,11,0
40,1,9,1,2,LD,FO,11,0
40,1,10,1,1,LD,aO,11,0
40,2,-7,1,2,LD,FO,2,2
40,2,-6,1,2,LD,FO,2,2
40,2,-5,1,2,LD,FO,2,2
40,2,-4,1,2,LD,FO,2,2
40,2,-3,1,2,LD,FM,6,2
40,2,-2,1,2,LD,FM,6,2
40,2,-1,1,2,LD,bM,6,2
40,2,4,1,2,LD,bM,6,0
40,2,5,1,2,LD,FM,7,0
40,2,6,1,2,LD,FM,7,0
40,2,7,1,2,LD,FO,9,0
40,2,8,1,2,LD,FO,9,0
40,2,9,1,2,LD,FO,9,0
40,2,10,1,2,LD,FO,9,0
40,3,-7,0,0,LD,cO,3,2
40,3,-6,1,2,LD,FO,3,2
40,3,-5,1,2,LD,FO,3,2
40,3,-4,1,2,LD,FO,3,2
40,3,-3,1,2,LD,FO,3,2
40,3,-2,1,2,LD,FM,7,2
40,3,-1,1,2,LD,FM,7,2
